,Vo,Mo
2435.0,-1079028952767.0402,-6.2928968525373784e+16
2440.0,-1079345505877.9854,-6.294742990280411e+16
2445.0,-1079746105715.4491,-6.297079288532499e+16
2450.0,-1080234451951.8588,-6.299927323783241e+16
2455.0,-1080814133997.6715,-6.30330802947442e+16
2460.0,-1081488610200.9331,-6.307241574691842e+16
2465.0,-1082261186663.7716,-6.311747240623116e+16
2470.0,-1083134995759.5847,-6.3168432952698984e+16
2475.0,-1084112974429.7067,-6.32254686687405e+16
2480.0,-1085197842330.9237,-6.328873816473947e+16
2485.0,-1086392079900.9828,-6.335838609982531e+16
2490.0,-1087697906414.3102,-6.343454190208258e+16
2495.0,-1089117258115.5515,-6.351731849329897e+16
2500.0,-1090651766541.0221,-6.360681102467241e+16
2505.0,-1092302737165.3529,-6.3703095631483384e+16
2510.0,-1094071128541.1722,-6.380622821652117e+16
2515.0,-1095957532131.1963,-6.391624327389137e+16
2520.0,-1097962153061.774,-6.4033152766562664e+16
2525.0,-1100084792053.026,-6.415694507253247e+16
2530.0,-1102324828802.4087,-6.428758401575648e+16
2535.0,-1104681207114.591,-6.442500799892294e+16
2540.0,-1107152422078.405,-6.4569129255612584e+16
2545.0,-1109736509588.2026,-6.4719833239183976e+16
2550.0,-1112431038491.1033,-6.487697816480114e+16
2555.0,-1115233105615.828,-6.504039471951508e+16
2560.0,-1118139333907.139,-6.520988595346434e+16
2565.0,-1121145873855.4026,-6.538522736324708e+16
2570.0,-1124248408374.4329,-6.556616717639693e+16
2575.0,-1127442161242.3643,-6.575242684365468e+16
2580.0,-1130721909179.0635,-6.594370174332298e+16
2585.0,-1134081997588.631,-6.613966209936896e+16
2590.0,-1137516359946.1353,-6.633995411205861e+16
2595.0,-1141018540753.6797,-6.654420129675459e+16
2600.0,-1144581721932.5176,-6.675200602310443e+16
2605.0,-1148198752455.8032,-6.696295124322244e+16
2610.0,-1151862180961.3125,-6.7176602393663736e+16
2615.0,-1155564291015.971,-6.739250945205142e+16
